OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_number_of_plugs,external_charger_capacity,external_opening_hours,external_latitude,external_longitude,augmentation_review_reason
,,"2260 Camden Valley Way, Sydney, 2170",JOLT,2,DC,25 kW,-33.95800605,150.8864635,Liverpool City Council,2170,Existing Fast Chargers,review,ambiguous_exact_address,0.5,True,1872.0,3.508434286881618,3.508434286881618,21.182643327061147,Peclet local snapshot (experimental),FC210,Crossroads Hotel (1) charger,"2260 Camden Valley Wy, Casula NSW 2170, Australia",JOLT,Tesla; Type 2,2.0,25 kW,Open 24/7,-33.95798137,150.8864872,nearest=3.508m; gap=21.183m; manual confirmation required
,,"2260 Camden Valley Way, Sydney, 2170",JOLT,2,DC,25 kW,-33.9581552,150.8866296,Liverpool City Council,2170,Existing Fast Chargers,review,ambiguous_exact_address,0.5,True,254.0,14.171508976012431,14.171508976012431,9.197314722836415,Peclet local snapshot (experimental),FC209,Crossroads Hotel (2) charger,"2260 Camden Valley Wy, Casula NSW 2170, Australia",JOLT,Tesla; Type 2,2.0,25 kW,Open 24/7,-33.95822583,150.8865017,nearest=14.172m; gap=9.197m; manual confirmation required
,,"227 Railway Terrace, Schofields NSW 2762",Evie,4,DC,50 kW,-33.705677,150.876075,Blacktown City Council,2762,ARENA - Driving the Nation,accepted,coordinate_exact,1.0,False,1063.0,0.0,0.0,56.016938782686424,Peclet local snapshot (experimental),FC75,Coles Underground Parking charger,"227 Railway Terrace, Schofields NSW 2762, Australia",Evie Networks,Tesla; Type 2,4.0,50 kW,Mon - Sat 6am - 12am Sun 7am - 10pm,-33.705677,150.876075,
,,"228-234 Pacific Hwy, Swansea NSW, 2281",Everty,2,DC,25 kW,-33.09176581,151.6374214,Lake Macquarie City Council,2281,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1077.0,10.974730551715101,10.974730551715101,327.94399798922495,Peclet local snapshot (experimental),FC155,Lake Macquarie Visitor Information Centre charger,"228 Pacific Hwy, Swansea NSW 2281, Australia",Everty,Tesla; Type 2,2.0,25 kW,Open 24/7,-33.091852,151.637364,nearest=10.975m; gap=327.944m; manual confirmation required
,,"2285 Pacific Hwy, Heatherbrae, 2324",Tesla,12,DC,130 kW,-32.78729434,151.7283534,Port Stephens Council,2324,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,262.0,83.99911163163928,83.99911163163928,838.3316286883091,Peclet local snapshot (experimental),FC237,Country Comfort Motto Farm Motel - Newcastle Airport charger,"2285 Pacific Hwy, Heatherbrae NSW 2324, Australia",Tesla Supercharge,Type 2; J-1772,12.0,120 kW,Open 24/7,-32.78781734,151.727705,
,,"22A Clovelly Rd, Sydney, 2031",Exploren,1,AC,22 kW,-33.90363668,151.2426326,Randwick City Council,2031,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,959.0,8.996186158513476,8.996186158513476,278.2266206806453,Peclet local snapshot (experimental),DC590,22A Cloverlly Rd Parking charger,"22A Clovelly Rd, Randwick NSW 2031, Australia",Exploren,Type 2,1.0,22 kW,Open 24/7,-33.90356674,151.2426816,
,,"23 Morwick St, Sydney, 2135",Exploren,1,AC,6 kW,-33.87470775,151.0949499,Burwood Council,2135,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1973.0,124.94223016646994,124.94223016646994,174.83995996739776,Peclet local snapshot (experimental),HC2105,Morwick St Strathfield charger,"18 Morwick St
Strathfield NSW 2135
Australia",EVX,,2.0,22 kW,,-33.8753,151.0961,nearest=124.942m; gap=174.840m; manual confirmation required
,,"23 Roma Ave, Sydney, 2033",Exploren,1,AC,22 kW,-33.91371376,151.2242913,Randwick City Council,2033,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1755.0,45.49270820456964,45.49270820456964,473.2333755532604,Peclet local snapshot (experimental),DC608,23 Roma Ave Parking charger,"23 Roma Ave, Kensington NSW 2033, Australia",Exploren,Type 2,8.0,7 kW,Open 24/7,-33.913618,151.223812,
,,"230 Arden St, Sydney, 2034",JOLT,2,DC,50 kW,-33.92159464,151.2565566,Randwick City Council,2034,Existing Fast Chargers,review,coordinate_candidate,0.5,True,966.0,91.5081624030324,91.5081624030324,215.97958668475056,Peclet local snapshot (experimental),DC634,Crowne Plaza Coogee charger,"242 Arden St, Coogee NSW 2034, Australia",Tesla Destination,Tesla,2.0,22 kW,Open 24/7,-33.922194,151.255877,nearest=91.508m; gap=215.980m; manual confirmation required
,,"23-25 Oxley St, Taree, 2430",Tesla,2,AC,22 kW,-31.90289194,152.4773714,Mid-Coast Council,2430,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1268.0,20.641027529069834,20.641027529069834,1531.1822514566284,Peclet local snapshot (experimental),DC78,Alabaster Motor Inn charger,"23 Oxley Street, Taree NSW 2430, Australia",Tesla Destination,Tesla,2.0,22 kW,Open 24/7,-31.902861,152.477587,nearest=20.641m; gap=1531.182m; manual confirmation required
,,"233 Wharf Rd, Newcastle, 2300",Chargefox,4,AC,22 kW,-32.92590895,151.778968,Newcastle City Council,2300,Existing Destination Chargers,review,coordinate_candidate,0.5,True,896.0,5.069938076709569,5.069938076709569,115.07448743521456,Peclet local snapshot (experimental),DC286,Wharf Rd Car Park charger,"209 Wharf Road, Newcastle NSW 2300, Australia",Chargefox,Type 2,4.0,22 kW,Open 24/7,-32.925951,151.778947,nearest=5.070m; gap=115.074m; manual confirmation required
,,"2352 George Bass Dr, Broulee, 2537",Tesla,1,AC,22 kW,-35.8426527,150.167026,Eurobodalla Shire Council,2537,Existing Destination Chargers,review,ambiguous_exact_address,0.5,True,614.0,89.50263619966837,89.50263619966837,148.78389271614355,Peclet local snapshot (experimental),DC920,The Bower at Broulee charger,2352 George Bass Drive,,Type 2,1.0,kW,,-35.843024,150.167907,nearest=89.503m; gap=148.784m; manual confirmation required
,,"235-285 New South Head Rd, Sydney, 2027",Exploren,4,AC,6 kW,-33.87953158,151.2364865,Woollahra Municipal Council,2027,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1097.0,255.85471810364913,255.85471810364913,117.0590557226509,Peclet local snapshot (experimental),HC2164,Edgecliff Rd Edgecliff charger,"442-446 Edgecliff Rd
Edgecliff NSW 2027
Australia",PLUS ES,,1.0,7 kW,,-33.88,151.2392,nearest=255.855m; gap=117.059m; manual confirmation required
,,"2398 Pacific Hwy, Heatherbrae, 2324",BP,2,DC,75 kW,-32.78334139,151.7370591,Port Stephens Council,2324,Existing Fast Chargers,accepted,coordinate_near_clear,0.9,False,225.0,2.6511591413783675,2.6511591413783675,422.78253236501195,Peclet local snapshot (experimental),FC59,BP Heatherbrae charger,"269 Pacific Hwy, Heatherbrae NSW 2324, Australia",bp pulse,Tesla; Type 2,2.0,75 kW,Open 24/7,-32.78334894,151.7370322,
,,"23A Roylston Street, Sydney, 2021",Exploren,1,AC,22 kW,-33.88178283,151.2333283,Woollahra Municipal Council,2021,Existing Destination Chargers,accepted,coordinate_near_clear,0.9,False,163.0,0.09635727411619015,0.09635727411619015,65.68821426962992,Peclet local snapshot (experimental),DC745,Sarah Cottier Gallery charger,"23 Roylston St, Paddington NSW 2021, Australia",Exploren,Type 2,1.0,22 kW,Open 24/7,-33.881782,151.233328,
,,"24 Cooper St, Macksville, 2447",Evie,4,DC,350 kW,-30.71023028,152.9197698,Nambucca Valley Council,2447,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,230.0,2.1365909552259725,2.1365909552259725,198.6018277751908,Peclet local snapshot (experimental),FC105,Ampol Foodary Macksville charger,"24 Cooper St, Macksville NSW 2447, Australia",Evie Networks,Tesla; Type 2,4.0,184 - 350 kW,Open 24/7,-30.7102492,152.9197659,
,,"24 Golf Pl, Wollongong, 2502",Exploren,4,AC,22 kW,-34.50783388,150.8782412,Wollongong City Council,2502,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1595.0,37.71060039263788,37.71060039263788,2530.681527235688,Peclet local snapshot (experimental),HC2502,Golf Pl Primbee charger,"Golf Pl
Primbee NSW 2502
Australia",EVSE,,4.0,AC,,-34.508,150.8786,nearest=37.711m; gap=2530.682m; manual confirmation required
,,"24 Princes Hwy, Ulladulla, 2539",Tesla,2,AC,17 kW,-35.34620125,150.4702222,Shoalhaven City Council,2539,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,604.0,0.0,0.03319364819904069,416.25260301301023,Peclet local snapshot (experimental),DC885,Mollymook Seascape Motel charger,"22-24 Princes Hwy, Mollymook NSW 2539, Australia",Tesla Destination,Tesla,2.0,17 kW,,-35.346201,150.470222,
,,"24 Sallys Corner Rd, Exeter , 2579",Tesla,6,DC,250 kW,-34.60929234,150.2297688,Wingecarribee Shire Council,2579,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,1878.0,17.383258388777026,17.383258388777026,462.7435485420845,Peclet local snapshot (experimental),FC238,Heatherbrae's Pies Exeter charger,"24 Sallys Corner Rd, Exeter NSW 2579, Australia",Tesla Supercharge,Type 2; J-1772,12.0,250 kW,Open 24/7,-34.60926271,150.2299553,
,,"240 Hillsborough Rd, Warners Bay NSW 2282",Evie,4,DC,150 kW,-32.96354505,151.6617414,Lake Macquarie City Council,2282,ARENA - Driving the Nation,accepted,coordinate_exact,1.0,False,1069.0,0.0,0.0,2339.705714848611,Peclet local snapshot (experimental),FC112,HomeCo. Warners Bay charger,"240 Hillsborough Rd, Warners Bay NSW 2282, Australia",Evie Networks,Tesla; Type 2,4.0,60 - 150 kW,Open 24/7,-32.96354505,151.6617414,
,,"241 Keen St, Lismore, 2480",Tesla,2,AC,11 kW,-28.81323828,153.2754755,Lismore City Council,2480,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,25.0,59.41020404703345,59.41020404703345,593.0994141326395,Peclet local snapshot (experimental),DC87,Lismore Bounty Motel charger,"241 Keen St, Lismore NSW 2480, Australia",Tesla Destination,Tesla,2.0,11 kW,,-28.812704,153.275479,
,,"241 Waterworth Dr, Mount Annan NSW 2567, Australia",Viva Energy Australia,4,DC,175 kW,-34.049425,150.7603383,Camden Council,2567,Fast Charging R2,accepted,address_exact_unique,0.97,False,796.0,4.492089221405273,4.492089221405273,1255.0191096835556,Peclet local snapshot (experimental),HC2193,Waterworth Dr Mount Annan charger,"241 Waterworth Dr, Mount Annan NSW 2567, Australia",Viva Energy Australia,,4.0,DC,,-34.0494,150.7603,
,,"242 Arden St, Sydney, 2034",Tesla,2,AC,22 kW,-33.92219424,151.2558779,Randwick City Council,2034,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,966.0,0.08722495892317055,0.08722495892317055,276.4167864531529,Peclet local snapshot (experimental),DC634,Crowne Plaza Coogee charger,"242 Arden St, Coogee NSW 2034, Australia",Tesla Destination,Tesla,2.0,22 kW,Open 24/7,-33.922194,151.255877,
,,"24-28 Burns Bay Rd, Sydney, 2066",Exploren,4,AC,6 kW,-33.81524529,151.1691802,Lane Cove Municipal Council,2066,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,1796.0,0.0,0.03716499169051543,136.76278846048535,Peclet local snapshot (experimental),DC812,Lane Cove Market Square Car Park charger,"24-28 Burns Bay Rd, Lane Cove NSW 2066, Australia",Exploren,Type 2,5.0,7 kW,Open 24/7,-33.815245,151.16918,
,,"243 Liverpool St, Sydney, 2010",Saascharge,2,AC,11 kW,-33.87752357,151.2151131,"Sydney, Council of the City of",2010,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,140.0,0.06404990316287557,0.06404990316287557,283.10985276253945,Peclet local snapshot (experimental),DC648,Liverpool Street Gallery charger,"243 Liverpool Street, Darlinghurst, 2010, AUS",Saascharge International GmbH,Type 2,2.0,11 kW,Open 24/7,-33.877523,151.215113,
,,"24-42 King Georges Rd, Sydney, 2195",BP,2,DC,75 kW,-33.91960065,151.0668519,Canterbury Bankstown Council,2195,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,1056.0,9.337262011784384,9.337262011784384,1065.1347417985519,Peclet local snapshot (experimental),FC61,BP Wiley Park charger,"24-42 King Georges Rd, Wiley Park NSW 2195, Australia",bp pulse,Type 2,2.0,75 kW,Open 24/7,-33.91957312,151.0669475,
,,"2457 Broke Rd, Pokolbin, 2320",Tesla,1,AC,22 kW,-32.7757598,151.3382833,Cessnock City Council,2320,Existing Destination Chargers,review,coordinate_candidate,0.5,True,463.0,73.47519239225234,73.47519239225234,231.69699593645288,Peclet local snapshot (experimental),DC212,Peterson House charger,"Corner Broke Road & Wine Country Drive, Pokolbin, New South Wales, Australia, NSW 2320",Tesla Destination,Tesla,3.0,22 kW,,-32.776316,151.337859,nearest=73.475m; gap=231.697m; manual confirmation required
,,"247 Belmore Rd, Riverwood NSW 2210",Evie,4,DC,75 kW,-33.952562,151.05103,Georges River Council,2210,ARENA - Driving the Nation,accepted,address_exact_unique,0.97,False,1564.0,5.050824809407121,5.050824809407121,1472.1417018643722,Peclet local snapshot (experimental),HC2649,Belmore Rd Riverwood charger,"247 Belmore Rd, Riverwood NSW 2210",Evie,,4.0,75 kW,,-33.9526,151.051,
,,"25 Ashburner St, Sydney, 2095",Exploren,1,AC,22 kW,-33.80041046,151.2888599,Northern Beaches Council,2095,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,172.0,16.86614095551768,16.86614095551768,513.0697400166817,Peclet local snapshot (experimental),DC805,25 Ashburner St Parking charger,"25 Ashburner St, Manly NSW 2095, Australia",Exploren,Type 2,1.0,22 kW,Open 24/7,-33.80053036,151.2889717,
,,"25 Childe St, Byron Bay , NSW 2481",EVX,2,AC,22 kW,-28.63430035,153.598952,Byron Shire Council,NSW 2481,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,852.0,2.659167365704928,2.659167365704928,695.525476747135,Peclet local snapshot (experimental),DC27,Childe St Kerbside charger,"25 Childe St, Byron Bay, New South Wales 2481",EVX,Type 2,2.0,kW,Open 24/7,-28.63430553,153.5989254,
,,"25 Frenchs Forest Rd E, Frenchs Forest NSW 2086",Evie,4,DC,150 kW,-33.75133669,151.2434692,Northern Beaches Council,2086,ARENA - Driving the Nation,accepted,coordinate_exact,1.0,False,1847.0,0.0,0.0,92.08329217552213,Peclet local snapshot (experimental),FC85,Allambie Grove Business Park charger,"25 Frenchs Forest Rd E Frenchs Forest, NSW 2086",Evie Networks,Type 2,4.0,150 kW,,-33.75133669,151.2434692,
,,"250 Comur St, Yass, 2582",Chargefox,4,DC,47 kW,-34.84551056,148.9151892,Yass Valley Council,2582,Existing Fast Chargers,review,coordinate_candidate,0.5,True,411.0,229.44001493600388,229.44001493600388,9.77335104186048,Peclet local snapshot (experimental),AK724,Lead St Yass charger,"68 Lead St, Yass NSW 2582, Australia",Tesla,,12.0,DC,,-34.8436036,148.9142289,nearest=229.440m; gap=9.773m; manual confirmation required
,,"250-318 Parramatta Rd, Sydney, 2140",Tesla,2,AC,22 kW,-33.86138443,151.0695506,Strathfield Municipal Council,2140,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,151.0,0.07318078842094418,0.07318078842094418,154.3077434138729,Peclet local snapshot (experimental),DC712,Sydney Markets charger,"250-318 Parramatta Rd, Homebush West NSW 2129, Australia",Tesla Destination,Tesla; J-1772,4.0,22 kW,,-33.861384,151.06955,
,,"251 Edgecliff Rd
Woollahra NSW 2025
Australia",EVX,2,AC,22 kW,-33.8885736,151.2444096,Woollahra Municipal Council,2025,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,362.0,3.0663760614690068,3.0663760614690068,232.1093875738318,Peclet local snapshot (experimental),HC2289,Edgecliff Rd Woollahra charger,"251 Edgecliff Rd
Woollahra NSW 2025
Australia",EVX,,2.0,22 kW,,-33.8886,151.2444,
,,"252 Centennial Rd, Bowral, 2576",Tesla,4,AC,6 kW,-34.46303808,150.4014895,Wingecarribee Shire Council,2576,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,1803.0,0.0,0.04669478930431054,1167.9580453021408,Peclet local snapshot (experimental),DC856,Centennial Vineyards charger,"252 Centennial Rd, Bowral NSW 2576, Australia",Tesla Destination,Type 2,4.0,22 kW,,-34.463038,150.401489,
,,"253 Pacific Hwy, Coffs Harbour, 2450",Tesla,12,DC,130 kW,-30.28143948,153.1316667,Coffs Harbour City Council,2450,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,693.0,0.08582992995342534,0.08582992995342534,691.2777154294207,Peclet local snapshot (experimental),FC242,Park Beach Plaza charger,"253 Pacific Highway, Coffs Harbour, NSW Australia, 2450",Tesla Supercharge,Type 2; J-1772,12.0,120 kW,Open 24/7,-30.281439,153.131666,
,,"25-47 Ocean St, Sydney, 2101",JOLT,2,DC,25 kW,-33.71943448,151.2986617,Northern Beaches Council,2101,Existing Fast Chargers,accepted,coordinate_near_clear,0.9,False,1475.0,3.0977081992749618,3.0977081992749618,618.8913732825214,Peclet local snapshot (experimental),FC186,"Ocean St, Narrabeen charger","5/16 Ocean St, Narrabeen NSW 2101, Australia",JOLT,Tesla; Type 2,2.0,25 kW,Open 24/7,-33.71941463,151.2986382,
,,"259 Pitt St, Sydney, 2000",Tesla,4,AC,22 kW,-33.87196101,151.208024,"Sydney, Council of the City of",2000,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,983.0,0.0,0.001111949358448682,156.64276137947553,Peclet local snapshot (experimental),DC701,Hilton Sydney charger,"255 Pitt St, Sydney, Australia, NSW 2000",Tesla Destination,Tesla,4.0,22 kW,Open 24/7,-33.871961,151.208024,
,,"26 Aspect Dr, Coffs Harbour, 2450",Tesla,4,DC,60 kW,-30.27522227,153.1319389,Coffs Harbour City Council,2450,Existing Fast Chargers,accepted,address_exact_unique,0.97,False,263.0,0.45408164991686334,0.45408164991686334,691.3112962043431,Peclet local snapshot (experimental),FC251,The Big Banana Fun Park charger,"26 Aspect Dr, Coffs Harbour NSW 2450, Australia",Tesla Supercharge,Type 2,2.0,250 kW,Open 24/7,-30.27522635,153.1319391,
,,"26 Bent St, Sydney, 2137",Evie,2,DC,75 kW,-33.85437842,151.103997,"Canada Bay Council, City of",2137,Existing Fast Chargers,review,coordinate_candidate,0.5,True,1124.0,144.6434732784072,144.6434732784072,1558.9312429460315,Peclet local snapshot (experimental),HC2225,Brewer St Concord charger,"Brewer St
Concord NSW 2137
Australia",Evie Networks,,4.0,75 kW,,-33.8538,151.1054,nearest=144.643m; gap=1558.931m; manual confirmation required
,,"26 Neilly St, Walgett, NSW 2832, Australia",NRMA,2,DC,75 kW,-28.8659158,153.0485564,Walgett Shire Council,2337,TfNSW Regional,accepted,coordinate_exact,1.0,False,1884.0,0.0,0.0,21.817028135883035,Peclet local snapshot (experimental),AK885,Neilly St Walgett charger,"26 Neilly St, Walgett, NSW 2832, Australia",NRMA,,2.0,75 kW,,-28.8659158,153.0485564,
,,"26 Terry St, Sydney, 2041",EVX,2,AC,22 kW,-33.85783788,151.171049,Inner West Council,2041,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,836.0,23.55666507761575,23.55666507761575,136.2212461814833,Peclet local snapshot (experimental),HC2397,Terry St Balmain charger,"26 Terry St
Balmain NSW 2041
Australia",EVX,,2.0,22 kW,,-33.8578,151.1713,
,,"26 William St, Newcastle, 2304",Tesla,3,AC,22 kW,-32.89182187,151.7444695,Newcastle City Council,2304,Existing Destination Chargers,accepted,address_exact_unique,0.97,False,1680.0,35.32661596319251,35.32661596319251,855.3516621415691,Peclet local snapshot (experimental),DC218,The Gateway Inn Newcastle charger,"26 William St, Mayfield NSW 2304, Australia",Tesla Destination,Tesla,3.0,22 kW,,-32.892016,151.74417,
